ID,c__ID,brand,c__brandName
40442826,,,Tane
40347194,,,Maison Labiche
40528560,,,Psycho Bunny
38173599,,,Deakin And Francis
40397174,,,Chester & Peck
39186934,,,Levi's
39530519,,,Pepe Jeans
40675040,,,Epsilon
40451965,,,Catamaran
40139320,,,Dockers
39996285,,,Salvatore Ferragamo
39709714,,,Pal Zileri
39941834,,,Tommy Hilfiger
38970551,,,Hackett
41314029,,,Camper
40567851,,,Salvatore Ferragamo
40774665,,,Rockport
39941057,,,UNO DE 50
40357501,,,
40479089,,,Fjällräven
39321328,,,Garmin
40621134,,,Levi's
40923572,,,Diesel
40136084,,,Cortefiel
40317689,,,La Martina
40526156,,,Clarks
36970851,,,Italia Independent
40933667,,,Aldo
40667265,,,Lardini
40464915,,,Hugo Boss
40656211,,,Nautica
40274350,,,Hugo Boss
14875989,,,Tommy Hilfiger
40655584,,,Adolfo Dominguez
40511862,,,BaByliss
40362385,,,Ted Baker
36333657,,,Franco Cuadra
40545592,,,Salvatore Ferragamo
40050307,,,Nautica
40264501,,,Roberto Verino
38891961,,,Dockers
40660756,,,Penguin
40772338,,,John Varvatos
40033864,,,Carrera
39867088,,,Ermenegildo Zegna
19302047,,,VICTORINOX
40618110,,,Polo Ralph Lauren
41311078,,,Skiny
39884052,,,Perry Ellis
40545232,,,Polo Ralph Lauren
40567793,,,Salvatore Ferragamo
36189090,,,Tommy Hilfiger
40542858,,,Tommy Hilfiger
38435103,,,Pineda Covalin
40219081,,,Polo Ralph Lauren
40280408,,,Boss
40603294,,,Epsilon
19583372,,,Salvatore Ferragamo
40806353,,,Ted Baker
39874365,,,Herschel Supply & Co.
40126634,,,Jack & Jones
39139783,,,Salvatore Ferragamo
40072932,,,Theo Frazier
40298593,,,Scalpers
40058275,,,Springfield
40655121,,,Adolfo Dominguez
41003715,,,Boggi
42028803,,,Psycho Bunny
39723835,,,Nautica
38671909,,,Jean Pierre
41019488,,,Boss
39291346,,,Retrosuperfuture
40567905,,,Salvatore Ferragamo
40238178,,,Adolfo Dominguez
40394127,,,
39370760,,,Emporio Armani
40567898,,,Salvatore Ferragamo
40481999,,,Boggi
40025191,,,Boss
40140301,,,Skiny
39758194,,,Tommy Hilfiger
40270555,,,Scalpers
40507892,,,Coach
40774784,,,Rockport
41626065,,,Calvin Klein Jeans
40346455,,,Oakley
40557557,,,Dolce & Gabanna
40889537,,,Eleventy
39370814,,,Ray Ban
